retired_dataset_id,retired_name,replacement_dataset_id,replacement_name,replacement_path
ord_dataset-8fe3c7256e6747e59933c880f5f642a0,uspto-grants-1996_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-b832171fa1674c469fbd33bc0ca1d5f1,uspto-grants-1996_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-2c460e2ef9934444aaf26fec1f75741f,uspto-grants-1996_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-1558660634294cc8ad7e01746e9083fd,uspto-grants-1996_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ba1248d90e3e465693710bbc45866f37,uspto-grants-1996_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-65c44df6676d4ce3a1874db5d7958ca9,uspto-grants-1996_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-4706e7a7f3cd421bb42b7f877cff8af9,uspto-grants-1996_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-4c84bc8a34e1469aa1b156355c91cdcc,uspto-grants-1996_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-d0003732f14e4648a00d341275654590,uspto-grants-1996_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-66f304805e5d47fc8d3c722b1bd8dfa2,uspto-grants-1996_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-127eb5fdd5b4402e92b51d0b55a5dcb5,uspto-grants-1997_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-930bf31b476c482e8ba87824089eb600,uspto-grants-1997_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-58ec5adfcd8648dc9e26ee757d289517,uspto-grants-1997_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-0b24d1f58a024ed7bc2bda95b2430c72,uspto-grants-1997_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-c2ad1656a3ca4d08888ffb6e3f3a2742,uspto-grants-1997_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-b18df02d6e9345faa0f2dae281a0870a,uspto-grants-1997_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-15cdba4c7f064b3f9cd7343cb3187881,uspto-grants-1997_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ee5599340390470d8e5b5ac1feddf9d6,uspto-grants-1997_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-846d411edee44814931e062174d7ef12,uspto-grants-1997_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-993feac5ecf54388aa6326a220e46db3,uspto-grants-1997_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-f367d8d2baac490b9204609a79420961,uspto-grants-1997_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-d330662edaed408d950898172aba7a4c,uspto-grants-1997_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-44d518e567bd4c039d77233023f78bb2,uspto-grants-1998_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-4bc8addcf9cf4845817557760d62d5b5,uspto-grants-1998_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-018fd0e1351f4fd09b20fcddd97b4c7a,uspto-grants-1998_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a4a191e812a64d0598ea918f047e8da7,uspto-grants-1998_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-7fed188163cf4ccca934ec71504c7f8a,uspto-grants-1998_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-55e306db9b6b4befbc22504c12b7113d,uspto-grants-1998_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-d5bb2294ac964841b8ffc9e0a34e93af,uspto-grants-1998_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-324fb6fdc2414cb79e436bf5d04d4bd2,uspto-grants-1998_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-fbdd058349aa456f812e3546c84baab5,uspto-grants-1998_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-275344fd078b4340b89ca0b6e92beb95,uspto-grants-1998_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-1cb9d78632144c5f8acfc3e9ff388678,uspto-grants-1998_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-94e21e9990034c729ea727e7d2ab0eb0,uspto-grants-1998_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-1a231de00bfe4443b547e1f03885ed41,uspto-grants-1999_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-1ecf96d88f254270bff816ee7eeffef6,uspto-grants-1999_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-8cce6f317d644b348a7978a2dce3ea01,uspto-grants-1999_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-2d21ceeb77844edc9eaedb2fabca2ff1,uspto-grants-1999_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-64e3763e75b242749501bacdc0c8baef,uspto-grants-1999_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-8cbb58558c904b2b85fa7a1b084a0de9,uspto-grants-1999_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-386da077ab2340638cada986e2ef0770,uspto-grants-1999_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a1e9aa99368e4e5da8b1786b1c05521d,uspto-grants-1999_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-3e8f24b5bc8e4d8bb9b6e7e89a956e12,uspto-grants-1999_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ba7561dae3884c07a8beddd0b9f1222e,uspto-grants-1999_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a4f0b79f6b9847168861270b79f84afa,uspto-grants-1999_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-3bcdb559226a40d89406474c02d082d1,uspto-grants-1999_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-4a5b4fffffb34daa876fff1f127a4135,uspto-grants-2000_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-2501595af7f242268dbaab34c9e7ae56,uspto-grants-2000_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-aa5bc55d09b7465ab353e144a7ac3ad1,uspto-grants-2000_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-5ca9db262dd24c5a9315cdc8ef055b7e,uspto-grants-2000_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-6c36eb0f817d4144988b8963c5d58879,uspto-grants-2000_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-8cd3720738054d76b936f66e14d8cba6,uspto-grants-2000_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-f1b9e9741a6a4cc68e7070df811f86bb,uspto-grants-2000_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-cd531114850e4f239b2a3661044ae672,uspto-grants-2000_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-d56f0a7ec215495c92e641d9fa932d28,uspto-grants-2000_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-21c1b1c06c7e4e09a38b5b1c71a32e52,uspto-grants-2000_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-cb5c1a9eddff4790b1bd650617c32d34,uspto-grants-2000_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-7b02d32cc502407f94aea8e5caf405a2,uspto-grants-2000_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-37b0416f244344a08cf357e851eedf2a,uspto-grants-2001_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-3f9174c7efcb4f31becbd3516cde9572,uspto-grants-2001_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-9df8b3ec9c8742b3802e0efaac6f6ef3,uspto-grants-2001_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-18e9ed24dbd44e98b33bdc22aa7580a8,uspto-grants-2001_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-d673d02cdac14dba9ff59f12845a4f37,uspto-grants-2001_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-631d58dab387485c8eb0db4c20a232b7,uspto-grants-2001_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-85c00026681b46f89ef8634d2b8618c3,uspto-grants-2001_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-41760195182e4bb4bc779bd722456071,uspto-grants-2001_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a495451286334c5c9bbcbd48a00c1350,uspto-grants-2001_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-262b40ea420c471da9b9244fe9b8f645,uspto-grants-2001_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-293186f5c9b441cab57f03cd3a18ac26,uspto-grants-2001_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-f027aa93238e424fbbf9bad1c7699adc,uspto-grants-2001_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-7774db17e619477ea20ee621abe71257,uspto-grants-2002_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-b1a34bc8c1204d51a772ed27396c794e,uspto-grants-2002_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-1884c7bf3d544afdb8d17b5d41b90a27,uspto-grants-2002_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-49124ff635234889bd8dcfe87f4f9013,uspto-grants-2002_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-d31180f42ced44719fd9e72685c798bf,uspto-grants-2002_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-e967d076b4894c2c854795f019ed3c39,uspto-grants-2002_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ec9decb576c4424c9685993f6262bd9c,uspto-grants-2002_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-f483e698250b4da0a84f425c7bfa965a,uspto-grants-2002_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-7c28974b7fcf4c9c86d5f2a42ba328a2,uspto-grants-2002_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-5c8a417a8ba04cf0b7f78b9db9af1d01,uspto-grants-2002_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-5e1b2445a3d94ea592ddf2c284118a1e,uspto-grants-2002_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-f4512fe8cd804ac79da66cbc0c2b9d42,uspto-grants-2002_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a9ba4801408c4b01922886164c10a391,uspto-grants-2003_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-60f3171f0342452f8814e7f294e2be8b,uspto-grants-2003_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-cb5dd7a8b94e4f19a9148a1904b0dcb6,uspto-grants-2003_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-7a74d48eeefd45aba53e7258f3ae067a,uspto-grants-2003_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-278fb6af8a994ac69e4d95e6e6eff756,uspto-grants-2003_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-843ef38b45484f72826f5f39d8a29c4d,uspto-grants-2003_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-82e842e611ef4a05b6e7f9ea0a46d52d,uspto-grants-2003_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-273fda773e864aaf9b71a30a2d9f2162,uspto-grants-2003_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-73916d628db147c89020b3baac642d48,uspto-grants-2003_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-5c4ee54447b84205a10f9c0473172972,uspto-grants-2003_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-31fc6d0085ca4d8dbbcd3a5fa9dcedfb,uspto-grants-2003_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-2952e63264f5422a84e12cca1e0541ee,uspto-grants-2003_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-c9f990dde2dc45d0948ecbe037a0d819,uspto-grants-2004_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-e44331dc51de453ca14b7032593c1958,uspto-grants-2004_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-0a66204fc43e49c2922e6f9107e6b62f,uspto-grants-2004_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-de283386b8034acd99fba96d3c7d3227,uspto-grants-2004_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a192df1b44174b5886ef2005f759d553,uspto-grants-2004_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-1c0bae7388cf460091d56129e95b3145,uspto-grants-2004_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-ce71a906ea9c4399a2014cbaaff88c8f,uspto-grants-2004_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-c975a50a7600448fabd558f4a94a3e29,uspto-grants-2004_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-5d77a731aa10488794c824ad12021f57,uspto-grants-2004_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-271c0b74f4794a06992957029b3151ba,uspto-grants-2004_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-fe016e2f90e741a590ad77fd5933161f,uspto-grants-2004_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-f5d908a6dcb44353a706166b5e9f7f88,uspto-grants-2004_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-be508e976bbb4586a0cc3368302a62f8,uspto-grants-2005_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-04d607efe1d9485eb99fafa06880f62e,uspto-grants-2005_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-5a3d853c53674888a5691dce2e398792,uspto-grants-2005_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-c5ee194443334d3e92aff17e46e33bd1,uspto-grants-2005_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-e90cd41afe844e49875435eb99903799,uspto-grants-2005_05,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-632f0d9054ce41aba87d4970966c34a6,uspto-grants-2005_06,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-50cdc205280641d2a3e264f32908e3d0,uspto-grants-2005_07,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-3947f3e1be17462c8f7c7e6ea6e57d0a,uspto-grants-2005_08,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-359b8fc87f4244be89d6f02bc5036eac,uspto-grants-2005_09,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-56747de2718a4ac5bf061651d1cc9e3e,uspto-grants-2005_10,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-6214af00a7eb47f3887ef21a94320a7e,uspto-grants-2005_11,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-35824232b132464aa99e71aba765981d,uspto-grants-2005_12,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-a7baa616c65d42559e25ca0ba61e0744,uspto-grants-2006_01,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-4e9c2fa02a7544fd839206719263345f,uspto-grants-2006_02,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-bbd7e53f000345838ad4920a07a169ff,uspto-grants-2006_03,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
ord_dataset-c408dfed796e4354b61e312e67f7143f,uspto-grants-2006_04,ord_dataset-1158e351757f315b93cbcbe7bc55f38e,uspto-grants,data/11/ord_dataset-1158e351757f315b93cbcbe7bc55f38e.parquet
